trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.2, 'e': 0.07788987464335588}",20,12,7.605100020209757,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.2, 'e': 0.07711097589692233}",20,15,8.042977555923802,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.2, 'e': 0.0763398661379531}",25,11,22.335805596992756,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.2, 'e': 0.07557646747657357}",25,13,22.19117146308942,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.2, 'e': 0.07482070280180783}",20,3,17.259954357255022,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.2, 'e': 0.07407249577378976}",25,7,-21.184105929661026,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
191,False,"{'a': 0.2, 'e': 0.07333177081605186}",20,5,16.880476762672338,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.2, 'e': 0.07259845310789134}",20,9,18.23766173653141,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.2, 'e': 0.07187246857681243}",20,14,11.75943415855878,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.2, 'e': 0.0711537438910443}",25,12,19.66656956345504,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.2, 'e': 0.07044220645213385}",25,12,26.4023395513484,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.2, 'e': 0.06973778438761251}",25,1,29.276954416988826,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.2, 'e': 0.06904040654373639}",25,13,19.047790117078335,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.2, 'e': 0.06835000247829902}",25,12,8.523877785925723,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
199,False,"{'a': 0.2, 'e': 0.06766650245351603}",25,7,23.14749121156896,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.2, 'e': 0.06698983742898088}",20,12,15.383380856235144,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.2, 'e': 0.06631993905469107}",25,0,29.67885347392626,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
202,False,"{'a': 0.2, 'e': 0.06565673966414415}",25,10,17.083678059233,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.2, 'e': 0.06500017226750271}",35,24,22.63213885485087,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.2, 'e': 0.06435017054482768}",20,13,1.73348617350015,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.2, 'e': 0.06370666883937941}",20,14,12.75580552271723,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.2, 'e': 0.06306960215098562}",25,0,10.108334631138202,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
207,False,"{'a': 0.2, 'e': 0.06243890612947576}",25,9,6.417685961413072,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
208,False,"{'a': 0.2, 'e': 0.061814517068181}",20,14,9.041555122780306,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.2, 'e': 0.06119637189749919}",20,7,-10.048423714560984,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
210,False,"{'a': 0.2, 'e': 0.0605844081785242}",20,12,14.724168425892763,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.2, 'e': 0.05997856409673896}",20,16,7.386279754064638,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.2, 'e': 0.05937877845577157}",20,7,23.62180268598373,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.2, 'e': 0.05878499067121386}",20,14,11.815634558021415,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.2, 'e': 0.05819714076450172}",30,4,29.210444123684187,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.2, 'e': 0.057615169356856705}",30,15,-15.051996119932568,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
216,False,"{'a': 0.2, 'e': 0.05703901766328814}",30,20,17.417353337729807,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.2, 'e': 0.05646862748665526}",25,14,18.33648645715934,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.2, 'e': 0.0559039412117887}",25,11,28.27588099607693,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.2, 'e': 0.05534490179967082}",35,0,3.141450487974156,"{0: 33, 1: 1, 2: 0, 3: 0, 4: 1}",0
220,False,"{'a': 0.2, 'e': 0.05479145278167411}",35,26,17.217457810985422,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.2, 'e': 0.054243538253857373}",20,16,6.035465320536758,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.2, 'e': 0.0537011028713188}",30,18,21.012339887722106,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.2, 'e': 0.053164091842605614}",20,8,22.901956702819202,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.2, 'e': 0.05263245092417956}",20,3,24.015610569654907,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.2, 'e': 0.05210612641493776}",25,2,30.97588484078118,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.2, 'e': 0.05158506515078838}",25,8,30.289707943954703,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.2, 'e': 0.051069214499280494}",20,13,13.178352910644525,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.2, 'e': 0.05055852235428769}",25,0,25.507012409500398,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
229,False,"{'a': 0.2, 'e': 0.050052937130744816}",30,17,13.61310391457789,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.2, 'e': 0.04955240775943737}",25,11,24.67109466622493,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.2, 'e': 0.049056883681842994}",20,1,23.760607954049814,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.2, 'e': 0.048566314845024564}",25,17,10.052679400494345,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.2, 'e': 0.048080651696574314}",30,16,26.515612611401565,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.2, 'e': 0.04759984517960857}",20,14,11.548652126732552,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.2, 'e': 0.04712384672781249}",30,8,41.312510309908276,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.2, 'e': 0.04665260826053436}",30,18,24.08696698650374,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.2, 'e': 0.04618608217792902}",20,3,25.524455203579706,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.2, 'e': 0.04572422135614973}",30,10,22.612469527472463,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 0.2, 'e': 0.04526697914258823}",25,9,18.366770476012924,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
240,False,"{'a': 0.2, 'e': 0.044814309351162346}",25,11,2.407947165727437,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
241,False,"{'a': 0.2, 'e': 0.04436616625765072}",30,2,20.068470372894826,"{0: 27, 1: 0, 2: 0, 3: 1, 4: 0}",1
242,False,"{'a': 0.2, 'e': 0.04392250459507421}",25,8,13.372239789694751,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.2, 'e': 0.04348327954912347}",20,6,15.521769847765572,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
244,False,"{'a': 0.2, 'e': 0.04304844675363223}",25,20,8.267745182125863,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.2, 'e': 0.042617962286095906}",35,13,24.36198133426352,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.2, 'e': 0.04219178266323495}",20,15,8.378354313524138,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.2, 'e': 0.0417698648366026}",30,8,34.75773347723279,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.2, 'e': 0.041352166188236575}",20,11,15.637631573107464,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.2, 'e': 0.040938644526354206}",20,12,13.216058220721193,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.2, 'e': 0.04052925808109067}",20,1,29.330837189097604,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.2, 'e': 0.04012396550027976}",25,11,24.801755523044278,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.2, 'e': 0.03972272584527696}",30,17,24.075172845676654,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.2, 'e': 0.03932549858682419}",25,17,17.167806539369845,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.2, 'e': 0.03893224360095594}",30,5,42.51259325796472,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.2, 'e': 0.038542921164946384}",30,12,37.10380713399924,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.2, 'e': 0.03815749195329692}",20,0,31.331492517080772,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
257,False,"{'a': 0.2, 'e': 0.037775917033763956}",35,22,22.066393671965287,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.2, 'e': 0.03739815786342632}",25,20,11.9519481792453,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.2, 'e': 0.03702417628479206}",25,12,24.871538321759616,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.2, 'e': 0.03665393452194413}",20,8,22.591200631326437,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.2, 'e': 0.03628739517672469}",25,2,39.88206818628459,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.2, 'e': 0.03592452122495744}",20,11,16.366470395048168,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.2, 'e': 0.03556527601270787}",30,17,25.560669794144644,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.2, 'e': 0.03520962325258079}",25,12,25.878402405808252,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.2, 'e': 0.034857527020054985}",30,19,21.30182991437208,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.2, 'e': 0.03450895174985443}",35,17,31.766542270922958,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.2, 'e': 0.03416386223235589}",20,16,7.317926663751649,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.2, 'e': 0.03382222361003233}",20,5,20.376102008174062,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.2, 'e': 0.033484001373932}",30,17,21.977361594955767,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.2, 'e': 0.033149161360192685}",20,11,10.086898029023093,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.2, 'e': 0.032817669746590755}",25,14,6.195547211510141,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
272,False,"{'a': 0.2, 'e': 0.032489493049124844}",20,5,27.924439493251043,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.2, 'e': 0.0321645981186336}",20,13,11.997350973009564,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.2, 'e': 0.03184295213744726}",20,15,8.891324367723993,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.2, 'e': 0.03152452261607279}",20,13,13.260223859258543,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.2, 'e': 0.03120927738991206}",20,10,17.39964099414626,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.2, 'e': 0.03089718461601294}",20,11,15.221980687102594,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.2, 'e': 0.03058821276985281}",35,21,27.253499209124037,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.2, 'e': 0.03028233064215428}",30,20,19.537601365989484,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.2, 'e': 0.02997950733573274}",20,11,15.487247357274216,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.2, 'e': 0.02967971226237541}",20,12,15.21592701229433,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.2, 'e': 0.029382915139751657}",25,19,13.49870612885535,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.2, 'e': 0.02908908598835414}",25,19,13.049626244287852,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.2, 'e': 0.028798195128470597}",25,20,11.388590901830128,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.2, 'e': 0.02851021317718589}",20,12,14.586761596338983,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.2, 'e': 0.02822511104541403}",25,14,20.713431893184254,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.2, 'e': 0.02794285993495989}",20,10,20.60631057685219,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.2, 'e': 0.027663431335610292}",25,0,32.11024304689778,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
289,False,"{'a': 0.2, 'e': 0.02738679702225419}",25,5,37.88160083099187,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.2, 'e': 0.027112929052031647}",35,24,21.644886186610908,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.2, 'e': 0.02684179976151133}",25,8,33.2901499439088,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.2, 'e': 0.026573381763896217}",25,0,38.81508621025196,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
293,False,"{'a': 0.2, 'e': 0.026307647946257253}",25,7,33.527908770997094,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.2, 'e': 0.026044571466794682}",30,8,34.83819532360204,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.2, 'e': 0.025784125752126734}",30,8,16.889942331389538,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
296,False,"{'a': 0.2, 'e': 0.025526284494605467}",20,6,19.984940315264875,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.2, 'e': 0.025271021649659414}",30,20,17.166634559046912,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.2, 'e': 0.02501831143316282}",25,20,8.012466875571217,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.2, 'e': 0.02476812831883119}",20,13,15.31880588243566,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.2, 'e': 0.02452044703564288}",20,0,24.702007114197475,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
301,False,"{'a': 0.2, 'e': 0.02427524256528645}",20,14,12.646436757616918,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.2, 'e': 0.024032490139633583}",25,12,25.21852324344187,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.2, 'e': 0.023792165238237246}",25,9,24.608719154039594,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.2, 'e': 0.023554243585854874}",20,16,8.49536776736186,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.2, 'e': 0.023318701149996325}",20,9,20.151586608411684,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.2, 'e': 0.02308551413849636}",20,1,-20.38203908984284,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
307,False,"{'a': 0.2, 'e': 0.022854658997111397}",25,3,42.11500181437476,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.2, 'e': 0.022626112407140284}",30,7,38.30776997820296,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.2, 'e': 0.02239985128306888}",30,7,30.451522150401292,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.2, 'e': 0.02217585277023819}",20,9,21.75399550056302,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.2, 'e': 0.021954094242535808}",20,10,16.51342111527809,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.2, 'e': 0.02173455330011045}",25,8,31.382231273832655,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.2, 'e': 0.021517207767109345}",30,13,19.60196124272209,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
314,False,"{'a': 0.2, 'e': 0.02130203568943825}",25,7,32.03068564975919,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.2, 'e': 0.021089015332543867}",30,15,24.950818083337296,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.2, 'e': 0.02087812517921843}",30,13,32.78642492977798,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.2, 'e': 0.020669343927426243}",20,3,36.56285439412385,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.2, 'e': 0.02046265048815198}",20,12,14.56630804325756,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.2, 'e': 0.020258023983270458}",20,3,14.48770080706717,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
320,False,"{'a': 0.2, 'e': 0.020055443743437755}",25,11,27.56967622182395,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.2, 'e': 0.019854889306003376}",20,0,-8.436525609673382,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
322,False,"{'a': 0.2, 'e': 0.01965634041294334}",20,9,7.593209363389688,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
323,False,"{'a': 0.2, 'e': 0.019459777008813905}",30,21,16.32383262121128,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.2, 'e': 0.019265179238725765}",20,5,27.95982077679401,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.2, 'e': 0.019072527446338507}",20,0,35.62059645457795,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
326,False,"{'a': 0.2, 'e': 0.01888180217187512}",25,11,26.43761964813889,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.2, 'e': 0.01869298415015637}",20,9,17.271931490004448,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.2, 'e': 0.018506054308654804}",25,0,24.73529771749637,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
329,False,"{'a': 0.2, 'e': 0.018320993765568255}",20,0,31.256749472078727,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
330,False,"{'a': 0.2, 'e': 0.018137783827912573}",20,13,13.290215522597416,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.2, 'e': 0.017956405989633446}",30,17,9.354851436270877,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
332,False,"{'a': 0.2, 'e': 0.017776841929737112}",20,8,14.080466880961755,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.2, 'e': 0.01759907351043974}",25,18,12.592030874182766,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.2, 'e': 0.01742308277533534}",30,0,23.044277010819577,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
335,False,"{'a': 0.2, 'e': 0.017248851947581988}",20,10,20.83621213953882,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.2, 'e': 0.01707636342810617}",20,11,16.783811192304217,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.2, 'e': 0.016905599793825107}",35,19,27.227411349029495,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.2, 'e': 0.016736543795886856}",25,14,21.043486918258054,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.2, 'e': 0.016569178357927986}",25,7,29.26133031330883,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.2, 'e': 0.016403486574348706}",35,11,45.0851138173329,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.2, 'e': 0.016239451708605218}",25,15,19.784870061935518,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.2, 'e': 0.016077057191519167}",25,19,11.599229277930574,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.2, 'e': 0.015916286619603974}",20,9,15.910155742437459,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.2, 'e': 0.015757123753407935}",20,4,26.255287679825084,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.2, 'e': 0.015599552515873855}",35,24,19.2831265581167,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.2, 'e': 0.015443556990715116}",25,15,21.079311779883092,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.2, 'e': 0.015289121420807966}",20,10,17.726668673169474,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.2, 'e': 0.015136230206599885}",25,8,27.160844569022757,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.2, 'e': 0.014984867904533886}",30,16,21.426920182768278,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.2, 'e': 0.014835019225488548}",30,12,31.253655288080548,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.2, 'e': 0.014686669033233662}",20,6,20.505799161790996,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.2, 'e': 0.014539802342901325}",20,9,18.95624602182937,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.2, 'e': 0.014394404319472311}",20,12,14.027669741857078,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.2, 'e': 0.014250460276277587}",25,14,17.600255135788874,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.2, 'e': 0.014107955673514812}",25,12,22.745049300097374,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.2, 'e': 0.013966876116779664}",25,20,9.342645498951546,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.2, 'e': 0.013827207355611867}",20,15,10.320056277567318,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.2, 'e': 0.013688935282055748}",20,3,27.24187943439453,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.2, 'e': 0.013552045929235191}",20,13,14.453459558747367,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.2, 'e': 0.013416525469942838}",25,16,15.464750263878777,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.2, 'e': 0.01328236021524341}",25,13,25.19851725903993,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.2, 'e': 0.013149536613090975}",25,10,22.83228715643979,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.2, 'e': 0.013018041246960066}",25,5,30.11154601070633,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.2, 'e': 0.012887860834490466}",30,18,21.560295681542677,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.2, 'e': 0.012758982226145561}",20,13,13.484566737259659,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.2, 'e': 0.012631392403884105}",25,8,22.608552702155915,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.2, 'e': 0.012505078479845264}",30,23,12.749976614354996,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.2, 'e': 0.01238002769504681}",30,19,-19.456716202847645,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
369,False,"{'a': 0.2, 'e': 0.012256227418096342}",25,15,19.453461701972536,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.2, 'e': 0.012133665143915378}",20,15,8.12273256173972,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
