trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
103,False,"{'a': 0.2, 'e': 0.17758040735253652}",25,14,-28.4195485513982,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
104,False,"{'a': 0.2, 'e': 0.17580460327901115}",30,11,20.080825443247807,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
105,False,"{'a': 0.2, 'e': 0.17404655724622103}",25,0,20.906108038369965,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
106,False,"{'a': 0.2, 'e': 0.17230609167375882}",30,16,28.31037389937226,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,False,"{'a': 0.2, 'e': 0.17058303075702122}",30,19,-14.375301290425131,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
108,False,"{'a': 0.2, 'e': 0.168877200449451}",25,0,37.61202003737814,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
109,False,"{'a': 0.2, 'e': 0.1671884284449565}",30,18,23.939450583555825,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.2, 'e': 0.16551654416050693}",20,14,9.204270372772195,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.2, 'e': 0.16386137871890186}",30,14,16.017592989545463,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
112,False,"{'a': 0.2, 'e': 0.16222276493171284}",20,0,5.091922153865294,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
113,False,"{'a': 0.2, 'e': 0.1606005372823957}",20,16,7.326267062700365,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.2, 'e': 0.15899453190957175}",20,15,7.794016818269622,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.2, 'e': 0.15740458659047601}",20,16,7.961647978868034,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.2, 'e': 0.15583054072457125}",25,3,18.06403170298703,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
117,False,"{'a': 0.2, 'e': 0.15427223531732553}",35,21,15.013220818596125,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
118,False,"{'a': 0.2, 'e': 0.15272951296415227}",20,0,5.081497433929883,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
119,False,"{'a': 0.2, 'e': 0.15120221783451074}",20,15,-3.340789880961388,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
120,False,"{'a': 0.2, 'e': 0.14969019565616562}",25,9,14.190014707581248,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
121,False,"{'a': 0.2, 'e': 0.14819329369960396}",30,12,19.210587338944677,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
122,False,"{'a': 0.2, 'e': 0.14671136076260793}",25,1,-27.565166534749764,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 1}",1
123,False,"{'a': 0.2, 'e': 0.14524424715498185}",35,5,22.871201547875774,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",1
124,False,"{'a': 0.2, 'e': 0.14379180468343203}",20,2,16.766931379649375,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
125,False,"{'a': 0.2, 'e': 0.1423538866365977}",20,8,20.339983484334848,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.2, 'e': 0.14093034777023172}",30,13,-23.651650562733998,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
127,False,"{'a': 0.2, 'e': 0.1395210442925294}",25,17,11.404436180463534,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.2, 'e': 0.1381258338496041}",20,0,30.536174967655786,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.2, 'e': 0.13674457551110808}",20,4,-27.213732132035286,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
130,False,"{'a': 0.2, 'e': 0.135377129755997}",20,0,28.61332728325713,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.2, 'e': 0.13402335845843702}",20,0,15.263213059267764,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
132,False,"{'a': 0.2, 'e': 0.13268312487385264}",25,7,0.6875793881678716,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
133,False,"{'a': 0.2, 'e': 0.1313562936251141}",20,11,-7.0183503802188465,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
134,False,"{'a': 0.2, 'e': 0.13004273068886296}",20,0,16.977938561290642,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
135,False,"{'a': 0.2, 'e': 0.12874230338197434}",20,0,-12.460737860463121,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
136,False,"{'a': 0.2, 'e': 0.1274548803481546}",30,16,4.772153268293968,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
137,False,"{'a': 0.2, 'e': 0.12618033154467306}",25,15,14.718212175546423,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.2, 'e': 0.12491852822922633}",25,17,14.674728412426287,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.2, 'e': 0.12366934294693407}",20,10,-13.375365516375327,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
140,False,"{'a': 0.2, 'e': 0.12243264951746473}",20,7,-11.857923985955262,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
141,False,"{'a': 0.2, 'e': 0.12120832302229008}",20,3,-6.532300122089016,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
142,False,"{'a': 0.2, 'e': 0.11999623979206718}",25,13,7.033298551817883,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.2, 'e': 0.11879627739414651}",20,10,6.622862831069736,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.2, 'e': 0.11760831462020505}",25,14,20.407678536261788,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.2, 'e': 0.116432231474003}",25,17,16.658340222675776,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.2, 'e': 0.11526790915926297}",20,9,16.484796937664086,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.2, 'e': 0.11411523006767034}",30,20,20.60625325089913,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.2, 'e': 0.11297407776699364}",30,12,-10.441713177303882,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
149,False,"{'a': 0.2, 'e': 0.11184433698932371}",30,13,5.221391818444193,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
150,False,"{'a': 0.2, 'e': 0.11072589361943047}",25,12,11.321237386093586,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
151,False,"{'a': 0.2, 'e': 0.10961863468323617}",25,20,10.374408056848225,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.2, 'e': 0.1085224483364038}",20,14,-2.0589279614860834,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
153,False,"{'a': 0.2, 'e': 0.10743722385303976}",25,0,42.47397230135506,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
154,False,"{'a': 0.2, 'e': 0.10636285161450937}",30,13,5.848004570853569,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
155,False,"{'a': 0.2, 'e': 0.10529922309836427}",20,9,20.78709070349299,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.2, 'e': 0.10424623086738063}",30,20,22.520173795761767,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.2, 'e': 0.10320376855870683}",20,14,12.137818558284279,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.2, 'e': 0.10217173087311976}",25,17,15.516207655482626,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.2, 'e': 0.10115001356438856}",25,2,32.864864136547546,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.2, 'e': 0.10013851342874468}",25,16,5.3750881764654,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
161,False,"{'a': 0.2, 'e': 0.09913712829445723}",20,14,8.177136598612966,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.2, 'e': 0.09814575701151265}",20,12,13.643821000992206,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.2, 'e': 0.09716429944139753}",20,0,-24.206880099972732,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
164,False,"{'a': 0.2, 'e': 0.09619265644698355}",20,9,-19.331764801273653,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
165,False,"{'a': 0.2, 'e': 0.09523072988251371}",20,9,-23.50237734553794,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
166,False,"{'a': 0.2, 'e': 0.09427842258368857}",35,15,33.1329935648892,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.2, 'e': 0.09333563835785168}",20,12,15.20953474675144,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.2, 'e': 0.09240228197427316}",20,12,15.809055868121748,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.2, 'e': 0.09147825915453044}",25,17,8.223733284711408,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.2, 'e': 0.09056347656298513}",20,6,23.980659445907836,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.2, 'e': 0.08965784179735528}",20,7,18.22535378231411,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.2, 'e': 0.08876126337938173}",20,11,6.505839956308352,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.2, 'e': 0.08787365074558791}",25,17,13.28080997781803,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.2, 'e': 0.08699491423813203}",25,15,17.803683965769054,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.2, 'e': 0.08612496509575071}",25,7,32.88781337606577,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.2, 'e': 0.0852637154447932}",25,20,9.312797473091841,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.2, 'e': 0.08441107829034528}",20,13,13.458384240173569,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.2, 'e': 0.08356696750744182}",25,18,13.608699319745421,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.2, 'e': 0.08273129783236739}",20,8,22.89232048659016,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.2, 'e': 0.08190398485404372}",25,12,18.897921137740433,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.2, 'e': 0.08108494500550328}",25,17,15.168765177366764,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.2, 'e': 0.08027409555544825}",30,21,19.033289343221085,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.2, 'e': 0.07947135459989377}",25,7,24.15836908928077,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.2, 'e': 0.07867664105389482}",25,15,6.287023162314412,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
